Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
YTPG,Common Stock,TPG Pace Beneficial II Corp,TPG Pace Beneficial II Corp. The company is headquartered in Fort Worth Texas.,1840859,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,301 COMMERCE STREET SUITE 3300 FORT WORTH TX UNITED STATES,December,2021-09-30,536813000,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,10.83,9.65,9.89,9.93,41000000,None,None
YTRA,Common Stock,Yatra Online Inc,Yatra Online Inc. is an online travel company in India and internationally. The company is headquartered in Gurugram India.,1516899,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,GULF ADIBA PLOT NO. 272 4TH FLOOR UDYOG VIHAR PHASE-II HARYANA IN,March,2021-09-30,105741000,None,None,1.12,17.16,None,0,-0.225,25.5,-0.65,-0.357,-0.0596,-0.691,1573352000,437908000,-0.225,-0.176,0.711,4.08,-,-,0.0672,7.87,0.0654,0.33,1.788,2.94,1.64,2.036,2.075,57732000,None,None
YUM,Common Stock,Yum! Brands Inc,Yum! Brands Inc. is an American fast food corporation listed on the Fortune 1000. Yum! operates the brands KFC Pizza Hut Taco Bell The Habit Burger Grill and WingStreet worldwide except in China where the brands are operated by a separate company Yum China.,1041061,NYSE,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,1441 GARDINER LANE LOUISVILLE KY US,December,2021-09-30,39675552000,2274000000,26.14,2.006,-26.3,2,0.0148,5.18,21.53,0.245,0.328,0.211,-99999.99,6437000000,2692000000,5.18,0.902,0.109,139.2,26.14,26.95,6.16,-,7.69,21.24,1.086,139.85,99.51,129.94,124.25,293133000,2021-12-10,2021-11-24
YUMC,Common Stock,Yum China Holdings Inc,Yum China Holdings Inc. owns operates and franchises restaurants in China. The company is headquartered in Shanghai China.,1673358,NYSE,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,7100 CORPORATE DRIVE PLANO TX US,December,2021-12-31,21273631000,1440000000,32.35,1.88,15.59,0.48,0.0099,1.536,23.34,0.0678,0.0954,0.0535,0.108,9821000000,1634000000,1.536,-0.782,0.088,546.23,32.35,23.64,2.166,3.282,2.017,13.76,0.783,69.37,46.91,51.74,59.53,428127000,2021-12-16,2021-11-23
YVR,Common Stock,Liquid Media Group Ltd,Liquid Media Group Ltd. is a media and entertainment company. The company is headquartered in Vancouver Canada.,884247,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,#202 5626 LARCH STREET VANCOUVER A1 CANADA,November,2021-08-31,15980900,None,None,None,1.194,None,0,-0.411,0.004,0,-184.02,-0.324,-0.467,45090,-715867,-0.411,0,-0.011,4.4,-,-,354.41,1.362,293.3,-,0.457,7.5,0.96,1.313,1.824,15822700,2018-10-15,None
Z,Common Stock,Zillow Group Inc,Zillow Group Inc. a digital real estate company operates real estate brands on mobile apps and websites in the United States. The company is headquartered in Seattle Washington.,1617640,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-BUSINESS SERVICES NEC,1301 SECOND AVENUE FLOOR 31 SEATTLE WA US,December,2021-09-30,14342252000,49048000,None,0.73,22.65,None,0,-0.899,20.61,-0.0436,-0.007,-0.0025,-0.0438,5054015000,1583422000,-0.899,0,1.645,95.15,-,46.95,2.838,2.659,3.304,199.9,1.44,208.11,52.57,63.55,97.75,187212000,None,None
ZBH,Common Stock,Zimmer Biomet Holdings Inc,Zimmer Biomet is a publicly traded medical device company. The company is headquartered in Warsaw Indiana where it is part of the medical devices business cluster.,1136869,NYSE,USD,USA,LIFE SCIENCES,ORTHOPEDIC PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES,345 EAST MAIN STREET WARSAW IN US,December,2021-09-30,26771558000,2380100000,32.74,1.917,60.84,0.96,0.0075,3.914,37.85,0.104,0.167,0.0342,0.0667,7883600000,4896200000,3.914,-0.405,-0.003,163.5,32.74,15.95,3.396,2.046,4.135,16.05,1.246,179.47,116.38,129.55,150.62,208908000,2022-01-31,2021-12-27
ZBRA,Common Stock,Zebra Technologies Corporation,Zebra Technologies Corporation is an American company that manufactures and sells marking tracking and computer printing technologies. Its products include thermal barcode label and receipt printers RFID smart label printers/encoders/fixed & handheld readers/antennas and card and kiosk printers that are used for barcode labeling personal identification and specialty printing principally in the manufacturing supply chain retail healthcare and government sectors.,877212,NASDAQ,USD,USA,TECHNOLOGY,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,3 OVERLOOK POINT LINCOLNSHIRE IL US,December,2021-09-30,28369955000,1183000000,33.85,1.847,52.68,None,0,15.68,102.33,0.154,0.184,0.113,0.356,5468000000,2003000000,15.68,0.708,0.269,639.09,33.85,30.49,5.19,11.66,6.15,29.16,1.533,615,380.64,587.82,540.6,53442000,None,None
ZCMD,Common Stock,Zhongchao Inc,Zhongchao Inc. provides health care information education and training services in the People's Republic of China. The company is headquartered in Shanghai the People's Republic of China.,1785566,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-EDUCATIONAL SERVICES,841 YAN AN MIDDLE ROAD JING AN DISTRICT NANXI CREATIVE CENTER SUITE 218 SHANGHAI CHINA,December,2021-06-30,41537900,3708100,11,None,1.328,None,None,0.16,0.728,0.221,0.191,0.0646,0.133,18143100,11872100,0.16,-0.341,0.018,None,11,-,2.289,1.275,1.475,6.68,None,2.862,1.46,1.803,1.752,18103400,None,None
ZDGE,Common Stock,Zedge Inc,Zedge Inc. operates a global digital publishing and content platform. The company is headquartered in New York New York.,1667313,NYSE MKT,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1178 BROADWAY SUITE 1450 3RD FLOOR NEW YORK NY UNITED STATES,July,2021-10-31,128468000,10598000,13.95,0,2.463,None,0,0.64,1.596,0.424,0.426,0.208,0.408,21835000,18375000,0.64,0.75,0.602,30,13.95,-,5.88,3.983,5.49,11.85,0.905,19.9,5.65,9.91,13.42,13861300,None,None
ZEAL,Common Stock,Zealand Pharma A/S,Zealand Pharma A / S a biotechnology company is dedicated to the discovery design and development of peptide-based drugs in Denmark. The company is headquartered in Copenhagen Denmark.,1674988,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,SMEDELAND 36 2600 GLOSTRUP COPENHAGEN DK,December,2021-09-30,936916000,None,None,None,27.47,None,0,-4.023,7.15,0,-3.596,-0.365,-0.806,301908000,262749000,-4.023,0,0.882,34.08,-,-,3.103,4.751,2.444,-,1.077,38.21,19.33,23.86,28.94,43215700,None,None
ZEN,Common Stock,Zendesk Inc,Zendesk Inc. a software development company provides software as a service solutions for organizations in North America Latin America Europe the Middle East Africa and Asia Pacific. The company is headquartered in San Francisco California.,1463172,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,989 MARKET STREET SAN FRANCISCO CA US,December,2021-09-30,11906680000,-123534000,None,2.902,3.885,None,0,-1.956,10.52,-0.186,-0.126,-0.0447,-0.516,1246736000,779309000,-1.956,0,0.325,140.62,-,116.28,9.55,26.07,9.98,-,1.081,166.6,90.51,101.11,125.22,121596000,None,None
ZENV,Common Stock,Zenvia Inc. Class A Common Stock,None,1836934,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-09-30,237327000,37747000,None,None,27.73,None,None,-0.534,17.18,-0.175,-0.146,0.0513,0.112,552082000,103831000,-0.534,0,0.437,19.75,-,42.92,0.43,1.701,0.51,117.71,None,20.02,5.5,8.8,11.87,15584300,None,None
ZEPP,Common Stock,Zepp Health Corporation,Zepp Health Corporation an activity and biometric data-driven company develops manufactures and sells smart wearable technology devices in the People's Republic of China. The company is headquartered in Hefei the People's Republic of China.,1720446,NYSE,USD,China,TECHNOLOGY,ELECTRONIC COMPUTERS,BUILDING H8 NO. 2800 CHUANGXIN ROAD HEFEI CHINA,December,2021-09-30,317286000,182146000,9.86,None,45.98,None,0,0.511,104.48,0.033,0.0225,0.0147,0.0777,6560996000,1332665000,0.511,-0.387,-0.281,11.76,9.86,4.598,0.0484,0.838,0.0588,2.752,0.904,20.25,4.26,6.73,9.32,62954000,None,None
ZEST,Common Stock,Ecoark Holdings Inc. Common Stock,Ecoark Holdings Inc. is engaged in the food freshness management solutions financial services and oil and gas businesses in the United States. The company is headquartered in San Antonio Texas.,1437491,NASDAQ,USD,USA,MANUFACTURING,PLASTICS PRODUCTS NEC,5899 PRESTON ROAD #505 FRISCO TX US,March,2021-09-30,77774000,-12742000,None,None,0.906,None,0,-0.524,1.003,-0.522,-0.882,-0.32,-0.577,22942000,836000,-0.524,0,0.882,None,-,-,3.39,3.26,3.13,13.64,1.665,18,2,3.101,4.662,26364100,2020-12-17,None
ZETA,Common Stock,Zeta Global Holdings Corp.,None,1851003,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,3 PARK AVE 33RD FLOOR 33RD FLOOR NEW YORK NY UNITED STATES,December,2021-09-30,1583621000,26629000,None,1.347,0.289,None,None,-3.297,6.78,-0.45,-0.411,0,0,437938000,219242000,-3.297,0,0.208,12.43,-,43.86,3.616,29.91,3.964,-,None,11.14,5.27,8.55,7.53,159603000,None,None
ZEUS,Common Stock,Olympic Steel Inc,Olympic Steel Inc. processes and distributes metal products in the United States and internationally. The company is headquartered in Bedford Heights Ohio.,917470,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-METALS SERVICE CENTERS & OFFICES,5096 RICHMOND RD BEDFORD HEIGHTS OH US,December,2021-09-30,285794000,151094000,3.028,0.46,35.99,0.08,0.0031,8.52,175.89,0.0485,0.0701,0.111,0.281,2019214000,255045000,8.52,37.2,1.229,27.25,3.028,10.18,0.141,0.617,0.274,3.402,1.698,39.93,13.34,23.81,27.72,11077300,2021-12-15,2021-11-30
ZEV,Common Stock,Lightning eMotors Inc,Lightning eMotors Inc. produces electric fleets of medium and heavy duty vehicles. The company is headquartered in Loveland Colorado.,1802749,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,1731 EMBARCADERO ROAD SUITE 200 PALO ALTO CA US,December,2021-09-30,511198000,None,None,None,0.027,None,None,-6.03,0.885,0,-1.473,-0.15,-99999.99,20491000,-1999000,-6.03,0,0.646,13,-,-,24.95,229.34,16.88,-,None,17.36,5.67,7.29,8.05,74956000,None,None
ZG,Common Stock,Zillow Group Inc,Zillow Group Inc. a digital real estate company operates real estate brands on mobile apps and websites in the United States. The company is headquartered in Seattle Washington.,1617640,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-BUSINESS SERVICES NEC,1301 SECOND AVENUE FLOOR 31 SEATTLE WA US,December,2021-09-30,14342230000,49048000,None,0.72,22.65,None,0,-0.899,20.61,-0.0436,-0.007,-0.0025,-0.0438,5054015000,1583422000,-0.899,0,1.645,91.06,-,46.08,2.838,2.609,3.304,199.9,1.44,212.4,52.31,62.94,98.54,61374000,None,None
ZGNX,Common Stock,Zogenix Inc,Zogenix Inc. a biopharmaceutical company develops and markets life-transforming therapies for patients and their families living with rare diseases in the United States. The company is headquartered in Emeryville California.,1375151,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,5959 HORTON STREET SUITE 500 EMERYVILLE CA US,December,2021-09-30,918270000,-149606000,None,-0.42,4.01,None,0,-4.349,1.139,0,-3.439,-0.23,-0.751,63584000,-124901000,-4.349,0,6.91,36.2,-,-,14.44,3.228,8.61,-,1.294,23.69,11.03,14.47,16.28,55992000,None,None
ZH,Common Stock,Zhihu Inc,Zhihu Inc. operates an online content community platform in the People's Republic of China. The company is headquartered in Beijing China.,1835724,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-09-30,2790680000,None,None,None,11.88,None,None,-0.578,6.74,-0.409,-0.455,-0.112,-0.204,2459911000,757797000,-0.578,0,1.151,12.89,-,-,1.135,3.241,1.028,-,None,13.85,4.65,7.0,9.04,561505000,None,None
ZI,Common Stock,ZoomInfo Technologies Inc,ZoomInfo Technologies Inc. operates a cloud-based go-to-market intelligence platform for sales and marketing teams globally. The company is headquartered in Vancouver Washington.,1794515,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,805 BROADWAY ST SUITE 900 VANCOUVER WA US,December,2021-09-30,21168892000,185400000,None,None,4.763,None,None,-0.033,3.339,-0.0039,0.23,0.0221,-0.0105,664600000,392400000,-0.033,0,0.601,85.44,-,90.91,31.85,14.4,40.29,143.8,None,79.17,37.86,66.39,57.78,403217000,None,None
ZIM,Common Stock,ZIM Integrated Shipping Services Ltd,ZIM Integrated Shipping Services Ltd. provides container shipping and related services in Israel and internationally. The company is headquartered in Haifa Israel.,1654126,NYSE,USD,USA,ENERGY & TRANSPORTATION,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,9 ANDREI SAKHAROV STREET P.O. BOX 15067 HAIFA NY US,December,2021-09-30,6709709000,4455258000,2.02,None,26.72,2.5,0.179,28.02,78.13,0.383,0.478,0.513,215.13,8623150000,1156584000,28.02,7.94,2.097,73.33,2.02,-,0.778,1.935,0.711,1.294,None,59.69,10.31,53.42,45.36,118588000,2021-12-27,2021-12-15
ZION,Common Stock,Zions Bancorporation National Association,Zions Bancorporation is a bank holding company headquartered in Salt Lake City Utah.,109380,NASDAQ,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,ONE SOUTH MAIN STREET 11TH FLOOR SALT LAKE CITY UT US,December,2021-09-30,10966492000,None,9.9,0.915,46.85,1.4,0.0217,7.08,20.01,0.369,0.489,0.0144,0.155,3253000000,2376000000,7.08,0.434,0.126,70.14,9.9,13.44,3.371,1.349,-,-,1.415,70.39,42.55,64.28,58.43,156463000,2021-11-18,2021-11-09
ZIONL,Common Stock,ZIONL,None,109380,NASDAQ,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,ONE SOUTH MAIN STREET 11TH FLOOR SALT LAKE CITY UT US,December,0000-00-00,None,None,8.82,None,None,None,None,3.154,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,29.07,25.48,0,0,0,None,None
ZIONO,Common Stock,Zions Bancorporation National Association,Zions Bancorporation National Association offers various banking and related services mainly in the states of Arizona California Colorado Idaho Nevada New Mexico Oregon Texas Utah Washington and Wyoming. The company is headquartered in Salt Lake City Utah.,109380,NASDAQ,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,ONE SOUTH MAIN STREET 11TH FLOOR SALT LAKE CITY UT US,December,2021-09-30,None,None,3.714,None,46.85,1.4,0.0599,7.08,20.01,0.369,0.489,0.0144,0.155,3253000000,2376000000,7.08,0.434,0.126,None,3.714,-,-,-,-,-,1.415,29.22,24.59,26.72,27.44,0,2021-12-15,2021-11-30
ZIONP,Common Stock,Zions Bancorporation National Association,Zions Bancorporation National Association offers various banking and related services mainly in the states of Arizona California Colorado Idaho Nevada New Mexico Oregon Texas Utah Washington and Wyoming. The company is headquartered in Salt Lake City Utah.,109380,NASDAQ,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,ONE SOUTH MAIN STREET 11TH FLOOR SALT LAKE CITY UT US,December,2021-09-30,None,None,3.542,None,46.85,1.4,0.0403,7.08,20.01,0.369,0.489,0.0144,0.155,3253000000,2376000000,7.08,0.434,0.126,None,3.542,-,-,-,-,-,1.415,29.4,23.73,25.07,25.18,0,2021-12-15,2021-11-30
ZIOP,Common Stock,ZIOPHARM Oncology Inc,ZIOPHARM Oncology Inc. a clinical-stage biopharmaceutical company is focused on discovering acquiring developing and commercializing a portfolio of immuno-oncology therapies to treat cancer patients. The company is headquartered in Boston Massachusetts.,1107421,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,ONE FIRST AVENUE PARRIS BUILDING 34 NAVY YARD PLAZA BOSTON MA US,December,2021-09-30,215173000,-53090000,None,0,0.32,None,0,-0.419,0.002,0,-221.04,-0.393,-0.84,398000,-52696000,-0.419,0,0,3.92,-,-,540.64,3.838,506.54,-,1.687,5.95,0.988,1.334,2.198,216146000,None,None
ZIP,Common Stock,ZipRecruiter Inc,ZipRecruiter Inc. operates an online job market that connects job seekers and employers. The company is headquartered in Santa Monica California.,1617553,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING DATA PROCESSING ETC.,604 ARIZONA AVE. SANTA MONICA CA UNITED STATES,December,2021-09-30,2783845000,33204000,137.01,None,1.684,None,None,0.174,5.46,0.0556,0.0488,0,-99999.99,635348000,363979000,0.174,-0.085,1.068,40.6,137.01,-,4.382,15.84,4.605,453.24,None,32.9,19.32,27.05,25.94,86397000,None,None
ZIVO,Common Stock,Zivo Bioscience Inc. Common Stock,ZIVO Bioscience Inc. a research and development company is dedicated to licensing and selling natural bioactive ingredients derived from its proprietary algal cultures to manufacturers of medical food and dietary human and animal supplements. The company is headquartered in Keego Harbor Michigan.,1101026,NASDAQ,USD,USA,MANUFACTURING,FOOD AND KINDRED PRODUCTS,7 WEST SQUARE LAKE RD BLOOMFIELD HILLS MI US,December,2021-09-30,22984000,None,None,0,0.788,None,0,-1.21,0,0,0,-0.861,0,0,20000,-1.21,0,0,9,-,-,2639.17,4.253,3047.76,-,0.0694,7.2,0.1,3.256,2.898,9419700,None,None
ZIVOW,Common Stock,Zivo Bioscience Inc. Warrants,ZIVO Bioscience Inc. a research and development company is dedicated to licensing and selling natural bioactive ingredients derived from its proprietary algal cultures to manufacturers of medical food and dietary human and animal supplements. The company is headquartered in Keego Harbor Michigan.,1101026,NASDAQ,USD,USA,MANUFACTURING,FOOD AND KINDRED PRODUCTS,7 WEST SQUARE LAKE RD BLOOMFIELD HILLS MI US,December,2021-09-30,35328300,None,None,None,None,None,None,None,0,0,0,-12.43,-99999.99,0,0,0,0,0,None,-,-,-,-,-,-,0.318,2.129,0.5,0,0,0,None,None
ZKIN,Common Stock,ZK International Group Co. Ltd,ZK International Group Co. Ltd. is engaged in the design production and sale of thin wall stainless steel carbon steel and double press pipes and fittings in the People's Republic of China. The company is headquartered in Wenzhou the People's Republic of China.,1687451,NASDAQ,USD,China,MANUFACTURING,MISCELLANEOUS FABRICATED METAL PRODUCTS,NO. 678 DINGXIANG ROAD BINHAI INDUSTRIAL PARK WENZHOU CHINA,September,2021-03-31,35276100,4837000,None,None,3.111,None,0,-0.092,4.963,-0.0168,-0.0435,-0.0251,-0.0463,88846000,3942800,-0.092,-0.977,0.05,None,-,-,0.397,0.493,0.387,16.8,1.741,14.6,1.22,2.006,3.75,25938300,None,None
ZLAB,Common Stock,Zai Lab Limited,Zai Lab Limited a biopharmaceutical company discovers licenses develops and markets therapies to treat cancer autoimmune and infectious diseases in China. The company is headquartered in Shanghai China.,1704292,NASDAQ,USD,China,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,4560 JINKE ROAD BLDG. 1 4F PUDONG SHANGHAI CHINA,December,2021-09-30,5310192000,-184450048,None,None,16.67,None,0,-6.25,1.266,0,-5.0,-0.238,-0.413,115235000,32222000,-6.25,0,1.942,182.88,-,-,46.08,3.977,44.15,-,1.205,193.54,49.41,75.5,127.78,96409000,None,None
ZM,Common Stock,Zoom Video Communications Inc,Zoom Video Communications Inc. provides a premier video communications platform in the Americas Asia Pacific Europe the Middle East and Africa. The company is headquartered in San Jose California.,1585521,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING DATA PROCESSING ETC.,55 ALMADEN BOULEVARD 6TH FLOOR SAN JOSE CA US,January,2021-10-31,51135947000,1189320000,45.6,2.034,17.16,None,0,3.763,13.32,0.293,0.293,0.143,0.346,3910973000,1829379000,3.763,0.677,0.352,311.11,45.6,40.49,13.07,10.8,12.75,39.37,-1.243,451.77,170.72,217.35,298.79,242240000,None,None
ZME,Common Stock,Zhangmen Education Inc.,Zhangmen Education Inc. an online education company offers personalized online courses to K-12 students in the People's Republic of China. The company is headquartered in Shanghai the People's Republic of China.,1838937,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-06-30,42366000,None,None,None,None,None,None,-153.91,901.97,-0.448,-0.505,0,-99999.99,4567290000,1814463000,-153.91,0,0.35,None,-,-,0.0093,-,0.21,0.174,None,20.52,1.06,2.121,4.839,19708800,None,None
ZNGA,Common Stock,Zynga Inc,Zynga Inc. offers social gaming services in the United States and internationally. The company is headquartered in San Francisco California.,1439404,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,699 EIGHTH STREET SAN FRANCISCO CA US,December,2021-09-30,6721080000,753700000,None,1.28,2.733,None,0,-0.083,2.501,-0.033,0.194,0.0588,-0.0309,2721000000,1163000000,-0.083,23,0.4,10.62,-,18.59,2.47,2.325,2.622,28.64,0.133,12.32,5.57,6.63,8.79,1120180000,None,None
ZNH,Common Stock,China Southern Airlines Company Limited,China Southern Airlines Company Limited offers air transport services in the People's Republic of China Hong Kong Macao Taiwan and internationally. The company is headquartered in Guangzhou the People's Republic of China.,1041668,NYSE,USD,USA,ENERGY & TRANSPORTATION,AIR TRANSPORTATION SCHEDULED,BALYUN INTERNATIONAL AIRPORT GUANGZHOU 510406 PEOPLES REPUBLIC OF CHINA TW,December,2021-09-30,16539936000,3219250000,None,0.722,217.2,0.015,0.0005,-4.65,331.2,-0.0898,-0.0519,-0.0107,-0.0958,105705996000,-2398000000,-4.65,-0.773,0.02,183.08,-,91.74,0.157,0.855,0.326,2.52,1.595,39.96,25.08,29.28,30.78,338968000,2019-08-05,2019-06-28
